1	Stand-In	http://schema.org/Movie/genre	Drama + Postapocalyptic	0	0	2.000000	4.742981	0.000000	6.480741	5.000000	1.000000	10.000000	3.000000	6.000000	75.000000	1.000000
1	Stand-In	http://schema.org/Movie/genre	Drama	1	0	3.000000	4.742981	0.000000	6.480741	5.000000	1.000000	10.000000	8.000000	14.000000	75.000000	4.000000
1	Stand-In	http://schema.org/Movie/genre	Sports	0	0	10.000000	4.742981	0.000000	6.480741	4.000000	1.000000	10.000000	4.000000	6.000000	75.000000	2.000000
1	Stand-In	http://schema.org/Movie/genre	Fantasy	1	0	13.000000	4.742981	0.000000	6.480741	4.000000	1.000000	10.000000	8.000000	14.000000	75.000000	2.000000
1	Stand-In	http://schema.org/Movie/genre	Adaptation, Adventure, Fantasy, Horror	0	0	11.000000	4.742981	0.000000	6.480741	4.000000	1.000000	10.000000	6.000000	10.000000	75.000000	2.000000
1	Stand-In	http://schema.org/Movie/genre	Adventure	1	0	13.000000	4.742981	0.000000	6.480741	4.000000	1.000000	10.000000	8.000000	14.000000	75.000000	2.000000
1	Stand-In	http://schema.org/Movie/genre	Genres: Documentary	0	0	1.000000	4.742981	4.000000	6.480741	3.000000	1.000000	10.000000	8.000000	19.000000	75.000000	1.000000
1	Stand-In	http://schema.org/Movie/genre	Genres: Drama	1	0	3.000000	4.742981	0.000000	6.480741	3.000000	1.000000	10.000000	8.000000	14.000000	75.000000	2.000000
1	Stand-In	http://schema.org/Movie/genre	Comedy	0	0	4.000000	4.742981	0.000000	6.480741	3.000000	1.000000	10.000000	9.000000	5.000000	75.000000	2.000000
1	Stand-In	http://schema.org/Movie/genre	Genres: Comedy | Romance	1	0	15.000000	4.742981	4.000000	6.480741	3.000000	1.000000	10.000000	8.000000	26.000000	75.000000	1.000000
1	Stand-In	http://schema.org/Movie/genre	Romance	1	0	15.000000	4.742981	4.000000	6.480741	1.000000	1.000000	10.000000	8.000000	26.000000	75.000000	1.000000
1	Stand-In	http://schema.org/Movie/genre	Comedy, Drama, Foreign	1	0	5.000000	4.742981	0.000000	6.480741	1.000000	1.000000	10.000000	9.000000	5.000000	75.000000	1.000000
1	Stand-In	http://schema.org/Movie/genre	Drame	1	0	16.000000	4.742981	0.000000	6.480741	1.000000	1.000000	10.000000	7.000000	6.000000	75.000000	1.000000
1	Stand-In	http://schema.org/Movie/genre	Horror	1	0	13.000000	4.742981	0.000000	6.480741	1.000000	1.000000	10.000000	5.000000	14.000000	75.000000	1.000000
